Name	Type	Subtype	F X-Ray	F X-Ray Error	B	B Error	V	V Error	R	R Error	I	I Error	F IR	F IR Error	F Radio / mJy	F Radio Error	F Radio Freq GHz	T|R-O| (UT)
66 ALF Gem C	Stellar	VariableStar	0	0	11.31	0.1	9.82	0.1	0	0	0	0	0	0	0.47	0.1	4.85	0.5
66 ALF Gem B	Stellar	Star	0	0	11.79	0.1	10.29	0.1	0	0	0	0	0	0	0.035	0.1	4.85	0.5
66 ALF Gem A	Stellar	Star	0	0	10.42	0.1	9.09	0.1	0	0	0	0	0	0	0.28	0.1	4.85	0.5
KQ Pup	Stellar	Star	0	0	6.657	0.1	5.11	0.1	0	0	0	0	0	0	0.98	0.1	4.85	0.5
10 ALF CMi	Stellar	Star	0	0	0.832	0.1	0.4	0.1	0	0	0	0	0	0	0.033	0.1	4.85	0.5
HD 61396	Stellar	RSCVn	0	0	9.1	0.1	7.87	0.1	0	0	0	0	0	0	23.47	0.1	4.85	0.5
75 SIG Gem	Stellar	RSCVn	0	0	5.348	0.1	4.23	0.1	0	0	0	0	0	0	10.9	0.1	4.85	0.5
YZ CMi	Stellar	VariableStar	0	0	12.79	0.1	11.19	0.1	0	0	0	0	0	0	3.51	0.1	4.85	0.5
Pollux	Stellar	Star	0	0	2.151	0.1	1.16	0.1	0	0	0	0	0	0	0.55	0.1	4.885	0.5
VCLS 9	Stellar	Stellar	0	0	6.368	0.1	6.67	0.1	0	0	0	0	0	0	0.62	0.1	4.85	0.5
UX Mon	Stellar	Algol	0	0	11.779	0.1	11.43	0.1	0	0	0	0	0	0	0.19	0.1	4.885	0.5
54 Cam	Stellar	RSCVn	0	0	8.69	0.1	7.92	0.1	0	0	0	0	0	0	6.01	0.1	4.85	0.5
Naos	Stellar	VariableStar	0	0	1.64	0.1	1.979	0.1	0	0	0	0	0	0	1.35	0.1	4.85	0.5
Wray 157	Stellar	Stellar	0	0	0	0	13.1	0.1	0	0	0	0	0	0	0.34	0.1	8.44	0.5
GAM(2) Vel	Stellar	Star	0	0	1.605	0.1	1.75	0.1	0	0	0	0	0	0	34.39	0.1	4.85	0.5
RX Pup	Stellar	SymbioticStar	0	0	11.13	0.1	9.5	0.1	0	0	0	0	0	0	18.78	0.1	4.85	0.5
IRAS 08159-354	Stellar	Stellar	0	0	0	0	12.1	0.1	0	0	0	0	0	0	0.41	0.1	4.85	0.5
GK Hya	Stellar	RSCVn	0	0	10.27	0.1	9.43	0.1	0	0	0	0	0	0	1.04	0.1	4.885	0.5
HD 72146	Stellar	Star	0	0	8.305	0.1	7.35	0.1	0	0	0	0	0	0	5.4	0.1	4.85	0.5
He 3-172	Stellar	Stellar	0	0	0	0	9.93	0.1	0	0	0	0	0	0	0.69	0.1	8.44	0.5
RU Cnc	Stellar	RSCVn	0	0	11.02	0.1	10	0.1	0	0	0	0	0	0	1.83	0.1	4.85	0.5
0840+44.23	Stellar	Stellar	0	0	0	0	16.2	0.1	0	0	0	0	0	0	0.25	0.1	4.85	0.5
55W127	Stellar	RadioGalaxy	0	0	0	0	15.89	0.1	0	0	0	0	0	0	1.26	0.1	4.85	0.5
S Cnc	Stellar	Algol	0	0	11.62	0.1	10.78	0.1	0	0	0	0	0	0	10.5	0.1	4.85	0.5
55W163	Stellar	QSO	0	0	0	0	20.9	0.1	0	0	0	0	0	0	1.97	0.1	1.412	0.5
VCLS 14	Stellar	Stellar	0	0	7.574	0.1	7.8	0.1	0	0	0	0	0	0	0.35	0.1	4.85	0.5
TY Pyx	Stellar	RSCVn	0	0	8.325	0.1	7.63	0.1	0	0	0	0	0	0	2.79	0.1	4.85	0.5
WY Cnc	Stellar	RSCVn	0	0	10.217	0.1	9.49	0.1	0	0	0	0	0	0	0.43	0.1	4.85	0.5
RX Hya	Stellar	Algol	0	0	0	0	9.42	0.1	0	0	0	0	0	0	0.44	0.1	4.85	0.5
XY UMa	Stellar	RSCVn	0	0	12.66	0.1	11.51	0.1	0	0	0	0	0	0	0.57	0.1	4.85	0.5
VCLS 15	Stellar	Stellar	0	0	7.424	0.1	7.65	0.1	0	0	0	0	0	0	0.69	0.1	4.85	0.5
DM -49 2323	Stellar	Star	0	0	5.82	0.1	5.98	0.1	0	0	0	0	0	0	0.43	0.1	4.85	0.5
IL Hya	Stellar	RSCVn	0	0	8.362	0.1	7.35	0.1	0	0	0	0	0	0	4.88	0.1	4.85	0.5
DM -10 2857	Stellar	VariableStar	0	0	8.753	0.1	7.82	0.1	0	0	0	0	0	0	0.56	0.1	4.85	0.5
He 2-34	Stellar	Stellar	0	0	0	0	14	0.1	0	0	0	0	0	0	1.23	0.1	4.85	0.5
R Leo	Stellar	VariableStar	0	0	5.9	0.1	4.4	0.1	0	0	0	0	0	0	0.23	0.1	4.85	0.5
IRC +10216	Stellar	Star	0	0	13	0.1	11	0.1	0	0	0	0	0	0	0.45	0.1	4.85	0.5
DM -57 2420	Stellar	Star	0	0	6.174	0.1	6.4	0.1	0	0	0	0	0	0	1.46	0.1	4.85	0.5
DH Leo	Stellar	RSCVn	0	0	9.318	0.1	8.45	0.1	0	0	0	0	0	0	1.3	0.1	4.85	0.5
XY Leo	Stellar	VariableStar	0	0	11.13	0.1	9.67	0.1	0	0	0	0	0	0	1.57	0.1	4.885	0.5
RW LMi	Stellar	Star	0	0	0	0	12.8	0.1	0	0	0	0	0	0	0.14	0.1	4.85	0.5
AD Leo	Stellar	Star	0	0	10.95	0.1	9.41	0.1	0	0	0	0	0	0	24.33	0.1	4.85	0.5
HR 4188	Stellar	Star	0	0	6.438	0.1	6.35	0.1	0	0	0	0	0	0	1.44	0.1	4.85	0.5
DM -59 2548	Stellar	Star	0	0	5.557	0.1	5.77	0.1	0	0	0	0	0	0	0.6	0.1	4.85	0.5
DM -59 2561	Stellar	Star	0	0	5.744	0.1	5.97	0.1	0	0	0	0	0	0	0.9	0.1	4.85	0.5
TX UMa	Stellar	Algol	0	0	8.317	0.1	8.32	0.1	0	0	0	0	0	0	0.19	0.1	4.85	0.5
DM -58 2661	Stellar	Star	0	0	5.64	0.1	5.97	0.1	0	0	0	0	0	0	1.36	0.1	4.85	0.5
ETA Car	Stellar	Star	0	0	7.495	0.1	7.35	0.1	0	0	0	0	0	0	618.32	0.1	4.85	0.5
V Hya	Stellar	Star	0	0	9	0.1	7	0.1	0	0	0	0	0	0	0.22	0.1	8.44	0.5
DM UMa	Stellar	RSCVn	0	0	10.424	0.1	9.41	0.1	0	0	0	0	0	0	2.47	0.1	4.85	0.5
CN Leo	Stellar	VariableStar	0	0	16.14	0.1	14.13	0.1	0	0	0	0	0	0	0.33	0.1	4.85	0.5
VCLS 39	Stellar	Stellar	0	0	7.182	0.1	7.42	0.1	0	0	0	0	0	0	0.78	0.1	4.85	0.5
DM -64 1629	Stellar	Star	0	0	6.164	0.1	6.39	0.1	0	0	0	0	0	0	2.06	0.1	4.85	0.5
CHXR 15	Stellar	YSO	0	0	0	0	16	0.1	0	0	0	0	0	0	0.63	0.1	4.85	0.5
CHXR 28	Stellar	YSO	0	0	0	0	12.1	0.1	0	0	0	0	0	0	0.2	0.1	4.85	0.5
CoD -29 8887	Stellar	YSO	0	0	12.22	0.1	10.82	0.1	0	0	0	0	0	0	0.59	0.1	4.85	0.5
Ced 110 IRS8	Stellar	Stellar	0	0	17.68	0.1	16.28	0.1	0	0	0	0	0	0	1.33	0.1	4.85	0.5
CHXR 37	Stellar	YSO	0	0	0	0	12.7	0.1	0	0	0	0	0	0	0.66	0.1	4.85	0.5
HD 97300	Stellar	YSO	0	0	9.351	0.1	8.97	0.1	0	0	0	0	0	0	3	0.1	4.85	0.5
WW Cha	Stellar	VariableStar	0	0	0	0	13.5	0.1	0	0	0	0	0	0	0.34	0.1	4.85	0.5
 LB 10117	Stellar	Star	0	0	0	0	15	0.1	0	0	0	0	0	0	5	0.1	4.85	0.5
CoD -33 7795	Stellar	YSO	0	0	0	0	11.37	0.1	0	0	0	0	0	0	4.21	0.1	4.85	0.5
DM -38 7259	Stellar	RSCVn	0	0	8.816	0.1	7.87	0.1	0	0	0	0	0	0	2.98	0.1	4.85	0.5
DM -64 1685	Stellar	RSCVn	0	0	7.75	0.1	6.48	0.1	0	0	0	0	0	0	24.02	0.1	4.85	0.5
Alchiba	Stellar	Star	0	0	4.354	0.1	4.02	0.1	0	0	0	0	0	0	0.21	0.1	4.85	0.5
HU Vir	Stellar	RSCVn	0	0	9.674	0.1	8.7	0.1	0	0	0	0	0	0	0.83	0.1	4.85	0.5
DK Dra	Stellar	RSCVn	0	0	8.185	0.1	7.04	0.1	0	0	0	0	0	0	1.01	0.1	4.85	0.5
Gliese 461	Stellar	VariableStar	0	0	11.59	0.1	10.12	0.1	0	0	0	0	0	0	1.65	0.1	4.85	0.5
BI Cru	Stellar	SymbioticStar	0	0	0	0	11	0.1	0	0	0	0	0	0	8.19	0.1	4.85	0.5
4 Dra	Stellar	Star	0	0	6.631	0.1	5.01	0.1	0	0	0	0	0	0	0.19	0.1	4.85	0.5
FL Vir	Stellar	VariableStar	0	0	14.87	0.1	13.04	0.1	0	0	0	0	0	0	0.28	0.1	4.85	0.5
5 KAP Dra	Stellar	Star	0	0	3.734	0.1	3.85	0.1	0	0	0	0	0	0	20	0.1	4.85	0.5
SS 1-38	Stellar	Stellar	0	0	0	0	5.7	0.1	0	0	0	0	0	0	4	0.1	4.85	0.5
Wolf 461	Stellar	VariableStar	0	0	15.15	0.1	13.4	0.1	0	0	0	0	0	0	0.96	0.1	4.85	0.5
DM +13 2618	Stellar	VariableStar	0	0	11.198	0.1	9.75	0.1	0	0	0	0	0	0	0.19	0.1	4.85	0.5
UX Com	Stellar	RSCVn	0	0	11.03	0.1	9.98	0.1	0	0	0	0	0	0	1.08	0.1	4.885	0.5
He 2-90	Stellar	Stellar	0	0	0	0	13.7	0.1	0	0	0	0	0	0	43.3	0.1	4.85	0.5
RS CVn	Stellar	Stellar	0	0	8.98	0.1	8.07	0.1	0	0	0	0	0	0	2.75	0.1	4.85	0.5
FK Com	Stellar	Star	0	0	9.02	0.1	8.15	0.1	0	0	0	0	0	0	2.57	0.1	4.85	0.5
G 165-8	Stellar	VariableStar	0	0	13.55	0.1	12	0.1	0	0	0	0	0	0	2.4	0.1	4.85	0.5
RW Hya	Stellar	SymbioticStar	0	0	10.54	0.1	8.93	0.1	0	0	0	0	0	0	0.41	0.1	4.85	0.5
EQ Vir	Stellar	VariableStar	0	0	10.45	0.1	9.24	0.1	0	0	0	0	0	0	0.12	0.1	8.5	0.5
BH CVn	Stellar	RSCVn	0	0	7.38	0.1	6.34	0.1	0	0	0	0	0	0	21.13	0.1	4.85	0.5
DM -32 9477	Stellar	RSCVn	0	0	10.255	0.1	9.05	0.1	0	0	0	0	0	0	1.3	0.1	4.85	0.5
W Hya	Stellar	VariableStar	0	0	8.864	0.1	7.46	0.1	0	0	0	0	0	0	0.35	0.1	4.85	0.5
He 3-938	Stellar	Stellar	0	0	0	0	13	0.1	0	0	0	0	0	0	11.22	0.1	4.85	0.5
ZZ Boo	Stellar	Algol	0	0	7.932	0.1	7.53	0.1	0	0	0	0	0	0	23.81	0.1	4.85	0.5
 J1408+3054	Stellar	QSO	0	0	0	0	17	0.1	0	0	0	0	0	0	3.3	0.1	4.85	0.5
He 2-104	Stellar	Stellar	0	0	0	0	14	0.1	0	0	0	0	0	0	2.32	0.1	4.85	0.5
CU Vir	Stellar	VariableStar	0	0	4.872	0.1	4.99	0.1	0	0	0	0	0	0	3.02	0.1	4.85	0.5
He 2-106	Stellar	Stellar	0	0	15.1	0.1	13.5	0.1	0	0	0	0	0	0	7.32	0.1	4.85	0.5
Arcturus	Stellar	Star	0	0	1.199	0.1	-0.04	0.1	0	0	0	0	0	0	0.35	0.1	4.85	0.5
Proxima Cen	Stellar	VariableStar	0	0	12.817	0.1	11.01	0.1	0	0	0	0	0	0	19.71	0.1	4.85	0.5
DM -59 5631	Stellar	RSCVn	0	0	9.375	0.1	8.3	0.1	0	0	0	0	0	0	13.26	0.1	4.85	0.5
RV Lib	Stellar	RSCVn	0	0	11.08	0.1	9.96	0.1	0	0	0	0	0	0	7.45	0.1	4.85	0.5
EK Dra	Stellar	VariableStar	0	0	8.166	0.1	7.54	0.1	0	0	0	0	0	0	0.23	0.1	4.85	0.5
7 BET UMi	Stellar	VariableStar	0	0	3.535	0.1	2.07	0.1	0	0	0	0	0	0	0.11	0.1	4.885	0.5
He 3-1044	Stellar	Stellar	0	0	0	0	10.4	0.1	0	0	0	0	0	0	132.49	0.1	4.85	0.5
19 DEL Lib	Stellar	Algol	0	0	4.7	0.1	4.75	0.1	0	0	0	0	0	0	16.62	0.1	4.85	0.5
44 i Boo	Stellar	VariableStar	0	0	7.233	0.1	6.603	0.1	0	0	0	0	0	0	0.17	0.1	4.85	0.5
HR 5624	Stellar	VariableStar	0	0	5.637	0.1	5.75	0.1	0	0	0	0	0	0	2.87	0.1	4.85	0.5
VCLS 65	Stellar	Stellar	0	0	6.925	0.1	7.33	0.1	0	0	0	0	0	0	0.37	0.1	4.85	0.5
U CrB	Stellar	Algol	0	0	7.785	0.1	7.82	0.1	0	0	0	0	0	0	0.25	0.1	4.85	0.5
BR Cir	Stellar	XRB	0	0	0	0	7.21	0.1	0	0	0	0	0	0	364.04	0.1	4.85	0.5
UZ Lib	Stellar	Star	0	0	10.125	0.1	9.1	0.1	0	0	0	0	0	0	21.8	0.1	4.885	0.5
TW Dra	Stellar	Algol	0	0	9.13	0.1	8.53	0.1	0	0	0	0	0	0	0.4	0.1	4.85	0.5
3 Sco	Stellar	Star	0	0	5.805	0.1	5.87	0.1	0	0	0	0	0	0	3.55	0.1	4.85	0.5
HR 5942	Stellar	Star	0	0	5.338	0.1	5.43	0.1	0	0	0	0	0	0	2.26	0.1	4.85	0.5
T CrB	Stellar	CV	0	0	3.337	0.1	2	0.1	0	0	0	0	0	0	8.77	0.1	4.85	0.5
HR 5967	Stellar	Star	0	0	4.754	0.1	4.9	0.1	0	0	0	0	0	0	0.21	0.1	4.885	0.5
AG Dra	Stellar	SymbioticStar	0	0	11.245	0.1	9.82	0.1	0	0	0	0	0	0	0.46	0.1	4.885	0.5
HR 5988	Stellar	Star	0	0	5.699	0.1	5.8	0.1	0	0	0	0	0	0	0.32	0.1	4.85	0.5
HR 6003	Stellar	VariableStar	0	0	5.88	0.1	5.86	0.1	0	0	0	0	0	0	0.19	0.1	4.85	0.5
HBC 630	Stellar	YSO	0	0	12.56	0.1	11.65	0.1	0	0	0	0	0	0	0.24	0.1	4.76	0.5
AS 205	Stellar	YSO	0	0	12.86	0.1	12.05	0.1	0	0	0	0	0	0	2	0.1	4.995	0.5
HBC 633	Stellar	YSO	0	0	12.51	0.1	11.65	0.1	0	0	0	0	0	0	0.43	0.1	4.85	0.5
14 NU Sco C	Stellar	Star	0	0	6.85	0.1	6.9	0.1	0	0	0	0	0	0	1.13	0.1	4.85	0.5
14 NU Sco D	Stellar	Star	0	0	7.9	0.1	7.9	0.1	0	0	0	0	0	0	1.13	0.1	4.85	0.5
HBC 634	Stellar	YSO	0	0	11.59	0.1	10.78	0.1	0	0	0	0	0	0	1.79	0.1	4.85	0.5
HR 6054	Stellar	Star	0	0	5.633	0.1	5.49	0.1	0	0	0	0	0	0	0.32	0.1	4.85	0.5
17 SIG CrB	Stellar	RSCVn	0	0	6.989	0.1	6.39	0.1	0	0	0	0	0	0	14.47	0.1	4.85	0.5
HR 6091	Stellar	Star	0	0	11.57	0.1	10.24	0.1	0	0	0	0	0	0	0.57	0.1	4.85	0.5
ROX - 8	Stellar	Stellar	0	0	0	0	14.1	0.1	0	0	0	0	0	0	8.24	0.1	4.85	0.5
SR 12	Stellar	VariableStar	0	0	14.82	0.1	13.27	0.1	0	0	0	0	0	0	0.072	0.1	4.866	0.5
ROC - 31	Stellar	Stellar	0	0	0	0	15.28	0.1	0	0	0	0	0	0	4.42	0.1	4.85	0.5
Antares	Stellar	Star	0	0	2.025	0.1	0.16	0.1	0	0	0	0	0	0	1.49	0.1	4.85	0.5
Antares B	Stellar	Star	0	0	5.024	0.1	5.17	0.1	0	0	0	0	0	0	6.5	0.1	4.85	0.5
HR 6146	Stellar	Star	0	0	6.119	0.1	4.83	0.1	0	0	0	0	0	0	0.14	0.1	8.44	0.5
ROX 39	Stellar	YSO	0	0	14.15	0.1	13	0.1	0	0	0	0	0	0	2.18	0.1	4.85	0.5
SFAM 127	Stellar	RadioSource	0	0	0	0	0	0.1	0	0	0	0	0	0	4.87	0.1	4.85	0.5
He 2-173	Stellar	Stellar	0	0	0	0	6.78	0.1	0	0	0	0	0	0	0.33	0.1	4.85	0.5
CM Dra	Stellar	VariableStar	0	0	14.5	0.1	12.9	0.1	0	0	0	0	0	0	1.36	0.1	4.85	0.5
HD 149427	Stellar	Planetary Nebula	0	0	0	0	12.6	0.1	0	0	0	0	0	0	14.27	0.1	4.85	0.5
HD 150193	Stellar	Star	0	0	7.7	0.1	7.58	0.1	0	0	0	0	0	0	0.15	0.1	4.85	0.5
He 2-176	Stellar	Stellar	0	0	0	0	15	0.1	0	0	0	0	0	0	5.3	0.1	4.85	0.5
WW Dra	Stellar	RSCVn	0	0	9.61	0.1	8.51	0.1	0	0	0	0	0	0	3.6	0.1	4.885	0.5
V 502 Oph	Stellar	VariableStar	0	0	9.979	0.1	9.33	0.1	0	0	0	0	0	0	0.34	0.1	4.85	0.5
HBC 652	Stellar	YSO	0	0	14.57	0.1	13.52	0.1	0	0	0	0	0	0	0.32	0.1	4.76	0.5
V 1121 Oph	Stellar	YSO	0	0	12.35	0.1	11.2	0.1	0	0	0	0	0	0	1.5	0.1	4.995	0.5
# DM -41 10957	Stellar	Star	0	0	3.8	0.1	4.09	0.1	0	0	0	0	0	0	0.4	0.1	14.94	0.5
AS 210	Stellar	SymbioticStar	0	0	0	0	11.5	0.1	0	0	0	0	0	0	3.11	0.1	4.85	0.5
V 919 Sco	Stellar	Star	0	0	4.788	0.1	4.95	0.1	0	0	0	0	0	0	1.41	0.1	4.85	0.5
ZET(1) Sco	Stellar	Stellar	0	0	2.46	0.1	2.65	0.1	0	0	0	0	0	0	1.55	0.1	4.85	0.5
DM -41 11041	Stellar	Star	0	0	5.242	0.1	5.57	0.1	0	0	0	0	0	0	0.6	0.1	4.85	0.5
22 EPS UMi	Stellar	RSCVn	0	0	5.107	0.1	4.21	0.1	0	0	0	0	0	0	0.42	0.1	4.86	0.5
DM -40 10919	Stellar	Star	0	0	4.1	0.1	4.39	0.1	0	0	0	0	0	0	1.05	0.1	4.85	0.5
CL Sco	Stellar	SymbioticStar	0	0	11.19	0.1	9.7	0.1	0	0	0	0	0	0	0.34	0.1	8.44	0.5
V 1054 Oph	Stellar	Star	0	0	11.243	0.1	9.69	0.1	0	0	0	0	0	0	0.99	0.1	4.85	0.5
VCLS 81	Stellar	Stellar	0	0	6.095	0.1	6.5	0.1	0	0	0	0	0	0	0.3	0.1	4.885	0.5
M 2-9	Stellar	Stellar	0	0	0	0	14.7	0.1	0	0	0	0	0	0	21.42	0.1	4.85	0.5
V 455 Sco	Stellar	SymbioticStar	0	0	14.52	0.1	13	0.1	0	0	0	0	0	0	1.16	0.1	4.85	0.5
CPD -56 8032	Stellar	Planetary Nebula	0	0	12.06	0.1	11.38	0.1	0	0	0	0	0	0	27.93	0.1	4.85	0.5
KK Oph	Stellar	YSO	0	0	8.89	0.1	8.72	0.1	0	0	0	0	0	0	0.24	0.1	8.44	0.5
SS 1-79	Stellar	Stellar	0	0	17	0.1	15.38	0.1	0	0	0	0	0	0	0.16	0.1	8.44	0.5
DM +49 2596	Stellar	Algol	0	0	9.83	0.1	8.83	0.1	0	0	0	0	0	0	0.73	0.1	4.85	0.5
64 ALF Her	Stellar	Stellar	0	0	4.53	0.1	2.78	0.1	0	0	0	0	0	0	0.89	0.1	4.85	0.5
VCLS 86	Stellar	Stellar	0	0	6.483	0.1	6.76	0.1	0	0	0	0	0	0	0.5	0.1	4.885	0.5
VCLS 89	Stellar	Stellar	0	0	5.03	0.1	5.32	0.1	0	0	0	0	0	0	1.52	0.1	4.85	0.5
VCLS 90	Stellar	Stellar	0	0	6.493	0.1	6.77	0.1	0	0	0	0	0	0	1.09	0.1	4.85	0.5
He 3-1383	Stellar	Stellar	0	0	0	0	12.5	0.1	0	0	0	0	0	0	0.99	0.1	4.85	0.5
Ross 868 A	Stellar	Stellar	0	0	12.97	0.1	11.42	0.1	0	0	0	0	0	0	0.35	0.1	4.85	0.5
Ross 868 B	Stellar	Stellar	0	0	14.59	0.1	12.97	0.1	0	0	0	0	0	0	0.35	0.1	4.85	0.5
VCLS 93	Stellar	Stellar	0	0	5.5144	0.1	5.74	0.1	0	0	0	0	0	0	0.9	0.1	4.885	0.5
He 3-1410	Stellar	Stellar	0	0	14.71	0.1	13.1	0.1	0	0	0	0	0	0	0.57	0.1	4.85	0.5
Haro 2-11	Stellar	Planetary Nebula	0	0	0	0	12.5	0.1	0	0	0	0	0	0	20.65	0.1	4.85	0.5
Haro 1-19	Stellar	Stellar	0	0	0	0	12.5	0.1	0	0	0	0	0	0	21.35	0.1	4.85	0.5
Haro 1-23	Stellar	Stellar	0	0	0	0	8.9	0.1	0	0	0	0	0	0	33.27	0.1	4.85	0.5
M 1-21	Stellar	Stellar	0	0	13.6	0.1	12	0.1	0	0	0	0	0	0	0.51	0.1	8.44	0.5
VCLS 98	Stellar	Stellar	0	0	6.8544	0.1	7.08	0.1	0	0	0	0	0	0	0.9	0.1	4.885	0.5
29 Dra	Stellar	RSCVn	0	0	7.653	0.1	6.61	0.1	0	0	0	0	0	0	4.44	0.1	4.85	0.5
RT Ser	Stellar	CV	0	0	10.6	0.1	8.8	0.1	0	0	0	0	0	0	0.78	0.1	4.85	0.5
SS 1-96	Stellar	Stellar	0	0	13.6	0.1	12	0.1	0	0	0	0	0	0	1.14	0.1	4.85	0.5
DM -44 11266	Stellar	Star	0	0	5.2	0.1	5.51	0.1	0	0	0	0	0	0	4.41	0.1	4.85	0.5
He 3-1475	Stellar	Stellar	0	0	0	0	11	0.1	0	0	0	0	0	0	0.3	0.1	4.85	0.5
HDE 316285	Stellar	Star	0	0	10.37	0.1	9.2	0.1	0	0	0	0	0	0	2.3	0.1	4.885	0.5
Haro 1-36	Stellar	Stellar	0	0	9.4	0.1	7.73	0.1	0	0	0	0	0	0	49.25	0.1	4.85	0.5
RS Oph	Stellar	CV	0	0	5.54	0.1	4.3	0.1	0	0	0	0	0	0	24.24	0.1	4.85	0.5
AS 245	Stellar	SymbioticStar	0	0	11	0.1	9.2	0.1	0	0	0	0	0	0	0.92	0.1	4.85	0.5
ET Dra	Stellar	Star	0	0	10.846	0.1	9.7	0.1	0	0	0	0	0	0	0.92	0.1	4.85	0.5
DM -21 4779	Stellar	YSO	0	0	6.632	0.1	6.54	0.1	0	0	0	0	0	0	0.39	0.1	8.44	0.5
V 2416 Sgr	Stellar	SymbioticStar	0	0	14.6	0.1	13	0.1	0	0	0	0	0	0	1.49	0.1	4.85	0.5
Haro 1-45	Stellar	Stellar	0	0	0	0	6.5	0.1	0	0	0	0	0	0	22	0.1	4.85	0.5
Z Her	Stellar	RSCVn	0	0	9.37	0.1	8.46	0.1	0	0	0	0	0	0	1.09	0.1	4.85	0.5
MM Her	Stellar	RSCVn	0	0	10.71	0.1	9.8	0.1	0	0	0	0	0	0	1.04	0.1	4.85	0.5
HR 6718	Stellar	VariableStar	0	0	6.416	0.1	6.48	0.1	0	0	0	0	0	0	0.3	0.1	4.885	0.5
SS 1-117	Stellar	Stellar	0	0	14.15	0.1	12.5	0.1	0	0	0	0	0	0	0.25	0.1	8.44	0.5
VCLS 105	Stellar	Stellar	0	0	4.1444	0.1	4.37	0.1	0	0	0	0	0	0	3.9	0.1	4.85	0.5
9 Sgr	Stellar	Star	0	0	4.59	0.1	4.92	0.1	0	0	0	0	0	0	1.84	0.1	4.85	0.5
SS 1-126	Stellar	Stellar	0	0	11.06	0.1	9.5	0.1	0	0	0	0	0	0	0.3	0.1	4.85	0.5
# 3CR 368 - R2	Stellar	Stellar	0	0	0	0	21.5	0.1	0	0	0	0	0	0	1.04	0.1	4.85	0.5
V 772 Her	Stellar	VariableStar	0	0	7.724	0.1	7.07	0.1	0	0	0	0	0	0	2.75	0.1	4.85	0.5
He 3-1591	Stellar	Stellar	0	0	0	0	12	0.1	0	0	0	0	0	0	0.41	0.1	8.44	0.5
M 1-39	Stellar	Stellar	0	0	0	0	12.5	0.1	0	0	0	0	0	0	99.1	0.1	4.85	0.5
DM -19 4854	Stellar	Star	0	0	5.942	0.1	6.18	0.1	0	0	0	0	0	0	0.96	0.1	4.885	0.5
DM -21 4864	Stellar	Star	0	0	7.0844	0.1	7.31	0.1	0	0	0	0	0	0	0.33	0.1	4.885	0.5
V 815 Her	Stellar	RSCVn	0	0	8.428	0.1	7.7	0.1	0	0	0	0	0	0	5.29	0.1	4.85	0.5
W Ser	Stellar	Algol	0	0	9.538	0.1	8.84	0.1	0	0	0	0	0	0	0.12	0.1	4.85	0.5
SS 1-138	Stellar	Stellar	0	0	12	0.1	10.25	0.1	0	0	0	0	0	0	0.24	0.1	8.44	0.5
V 2506 Sgr	Stellar	SymbioticStar	0	0	0	0	12	0.1	0	0	0	0	0	0	0.23	0.1	8.44	0.5
PW Her	Stellar	RSCVn	0	0	10.952	0.1	10.11	0.1	0	0	0	0	0	0	0.78	0.1	4.885	0.5
He 3-1627	Stellar	Stellar	0	0	12.11	0.1	10.5	0.1	0	0	0	0	0	0	1.23	0.1	4.85	0.5
DM -10 4625	Stellar	Star	0	0	3.87	0.1	4.17	0.1	0	0	0	0	0	0	0.5	0.1	4.85	0.5
Y CrA	Stellar	SymbioticStar	0	0	12	0.1	10.25	0.1	0	0	0	0	0	0	0.31	0.1	8.44	0.5
V 2756 Sgr	Stellar	SymbioticStar	0	0	10.99	0.1	9.4	0.1	0	0	0	0	0	0	0.17	0.1	8.44	0.5
HD 319167	Stellar	SymbioticStar	0	0	0	0	12.5	0.1	0	0	0	0	0	0	0.38	0.1	4.85	0.5
YY Her	Stellar	SymbioticStar	0	0	0	0	11.7	0.1	0	0	0	0	0	0	6.05	0.1	4.85	0.5
He 2-374	Stellar	Stellar	0	0	0	0	6.43	0.1	0	0	0	0	0	0	0.39	0.1	8.44	0.5
AS 296	Stellar	SymbioticStar	0	0	12.13	0.1	10.5	0.1	0	0	0	0	0	0	0.43	0.1	4.85	0.5
V 4074 Sgr	Stellar	CV	0	0	0	0	11.27	0.1	0	0	0	0	0	0	6	0.1	2.695	0.5
VCLS 112	Stellar	Stellar	0	0	5.295	0.1	5.7	0.1	0	0	0	0	0	0	0.68	0.1	4.85	0.5
DM -12 4980	Stellar	Star	0	0	4.02	0.1	4.31	0.1	0	0	0	0	0	0	11	0.1	4.85	0.5
DM -12 4988	Stellar	Star	0	0	5.19	0.1	5.51	0.1	0	0	0	0	0	0	3.74	0.1	4.85	0.5
IRAS 18162-204	Stellar	Stellar	0	0	0	0	13.6	0.1	0	0	0	0	0	0	4.95	0.1	4.85	0.5
He 3-1674	Stellar	Stellar	0	0	12.5	0.1	10.75	0.1	0	0	0	0	0	0	0.28	0.1	8.44	0.5
He 2-390	Stellar	Stellar	0	0	13.9	0.1	12.2	0.1	0	0	0	0	0	0	0.34	0.1	4.85	0.5
V 3804 Sgr	Stellar	SymbioticStar	0	0	13.15	0.1	11.5	0.1	0	0	0	0	0	0	0.46	0.1	8.44	0.5
DM -44 11266	Stellar	Star	0	0	5.2	0.1	5.51	0.1	0	0	0	0	0	0	0.85	0.1	4.85	0.5
V 443 Her	Stellar	SymbioticStar	0	0	12.41	0.1	10.8	0.1	0	0	0	0	0	0	0.23	0.1	8.44	0.5
